bucket,priority,title,author,occurrenceCount,statesCount,districtsCount,topBanStatus,matchedSlug,existingCompleteness,matchType,notes
likely_truly_missing,normal,"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 1","Araki, Hirohiko",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 2","Araki, Hirohiko",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 3","Araki, Hirohiko",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Kandinsky: The First Abstract Watercolour Painting,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Kid Lawyer,"Grisham, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Killer Spirit,"Barnes, Jennifer Lynn",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Kindred: A Graphic Novel Adaptation,"Butler, Octavia E.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,King and the Dragonflies,"Callender, Kacen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,King of King Court,"Dandro, Travis",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,King's Cage,"Aveyard, Victoria",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Kingdom of Flesh and Fire,"Armentrout, Jennifer L.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Kingdom of the Wicked,"Edginton, Ian",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Lady Midnight,"Clare, Cassandra",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Layla,"Hoover, Colleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Leaving Paradise,"Elkeles, Simone",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Left Out,"Green, Tim",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Leonardo and The Last Supper,"King, Ross",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Leonardo: Revised Edition,"Kemp, Martin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Lessons from a Dead Girl,"Knowles, Jo",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Letter from the Birmingham Jail,"King Jr., Martin Luther",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Lexicon,"Barry, Max",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","Abbott, Karen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Life in a Nazi Concentration Camp,"Nardo, Don",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Life is Funny,"Frank, E. R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Little & Lion,"Colbert, Brandy",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Little Blog on the Prairie,"Bell, Cathleen Davitt",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Locke & Key Vol. 1: Welcomeome To Lovecraft,"Hill, Joe",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Locke & Key, Vol. 5: Clockworks","Hill, Joe",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Locke & Key, Vol. 6: Alpha & Omega","Hill, Joe",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Lolita,"Nabokov, Vladimir",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Looking at Paintings,"Welton, Jude",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Lord of Shadows,"Clare, Cassandra",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Lost in Time,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Love Lies Beneath,"Hopkins, Ellen",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Loving Frank,"Horan, Nancy",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Lush,"Friend, Natasha",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,M.L.K.: Journey of a King,"Bolden, Tonya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Macbeth: The Graphic Novel,"Hinds, Gareth",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Magritte: The Human Condition,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Man o' War,"McCarthy, Cory",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Man Ray: The Paris Years,"Taylor, Michael R.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Man Walks on the Moon,"Bodden, Valerie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Manet: Le dejeuner sur I'herbe,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Mara, Daughter of the Nile","McGraw, Eloise Jarvis",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Mary's Monster: Love, Madness, and How Mary Shelley Created Frankenstein","Judge, Lita",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Masquerade,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 1","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 10","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 2","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 3","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 4","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 5","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 6","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 7","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 8","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Master Keaton, Vol. 9","Urasawa, Naoki",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Matisse: LA Danse,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Maybe Not,"Hoover, Colleen",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Me and White Supremacy,"Saad, Layla",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Mediocre: The Dangerous Legacy of White Male America,"Oluo, Ijeoma",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Medusa,"Burton, Jessie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Merlin's Dragon,"Barron, T.A.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Messenger,"Lowry, Lois",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Michelangelo: Master of the Italian Renaissance,"Di Cagno, Gabriella",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Mirror of the World: A New History of Art,"Bell, Julian",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Misguided Angel,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Mixed: A Colorful Story,"Chung, Arree",1,1,1,Banned in Classrooms,,,missing,
likely_truly_missing,normal,Modigliani: Reclining Nude,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Monstress,"Liu, Marjorie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Monstress, Vol. 1: Awakening","Liu, Marjorie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Monstress, Vol. 2: The Blood","Liu, Marjorie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Monstress, Vol. 3: Haven","Liu, Marjorie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Monstress, Vol. 4: The Chosen","Liu, Marjorie",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Morris Micklewhite and the Tangerine Dress,"Baldacchino, Christine",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Moxie,"Mathieu, Jennifer",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Munch: The Scream,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Murder Complex,"Cummings, Lindsay",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,My Jim: A Novel,"Rawles, Nancy",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,My Last Summer with Cass,"Crilley, Mark",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,My Princess Boy,"Kilodavis, Cheryl",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,My Rainbow,"Neal, DeShanna",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,My Riot,"Spears, Rick",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Mythology,"Wright, Anne Margaret",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Myths, Legends and Sacred Stories: A Visual Encyclopedia","Wilkinson, Philip",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Never Let Me Go,"Ishiguro, Kazuo",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,New Kid,"Craft, Jerry",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ninth House,"Bardugo, Leigh",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Normal People,"Rooney, Sally",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Novels for Students, Vol. 9: Presenting analysis, context, and criticism on commonly studied novels","Stanley, Deborah A.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,November 9,"Hoover, Colleen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Now I Rise,"White, Kiersten",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Now That We're Men: A Play and True Life Accounts of Boys, Sex & Power","Capiello, Katie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Odd One Out,"Stone, Nic",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,One of Us is Next,"McManus, Karen M.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Ordinary Hazards,"Grimes, Nikki",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Original Fake,"Cronn-Mills, Kirstin",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Outlander,"Gabaldon, Diana",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,P. S. I Still Love You,"Han, Jenny",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Pablo: Art Masters Series,"Birmant, Julie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Parable of the Sower,"Butler, Octavia E.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Parable of the Talents,"Butler, Octavia E.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Parenthesis,"Durand, Elodie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Patience,"Clowes, Daniel",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Peaceful Fights for Equal Rights,"Sanders, Rob",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Peak,"Smith, Roland",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Penultimate Quest,"Brown, Lars",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Persepolis 2: The Story of a Return,"Satrapi, Marjane",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Persepolis: The Story of a Childhood,"Satrapi, Marjane",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Pet,"Emezi, Akwaeke",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Pierce Brown's Red Rising: Sons of Ares - An Original Graphic Novel,"Brown, Pierce",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Pillage,"Skye, Obert",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Point Blank,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Poisoned,"Donnelly, Jennifer",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Pox, Pus and Plague","Townsend, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Prey,"Crichton, Michael",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Private Label,"Yang, Kelly",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Protesting Police Violence in Modern America,"Harris, Duchess",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Puberty is Gross but Also Really Awesome,"Loveless, Gina",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Quackery: A Brief History of the Worst Ways to Cure Everything,"Kang, Lydia",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Queen of Air and Darkness,"Clare, Cassandra",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Queen of Shadows,"Maas, Sarah J.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Queen of the Sea,"Meconis, Dylan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Rainbow Boys,"Sanchez, Alex",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Raphael: His Life, Works, and Times","Muntz, Eugene",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Raphael: School of Athens,"Dolcetta, Marco",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Rat Queens, Vol. 1: Sass & Sorcery","Wiebe, Kurtis J.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'Rygoth","Wiebe, Kurtis J.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Rat Queens, Vol. 3: Demons","Wiebe, Kurtis J.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Red at the Bone,"Woodson, Jacqueline",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Red: A Crayon's Story,"Hall, Michael",1,1,1,Banned in Classrooms,,,missing,
likely_truly_missing,normal,"Reflections in Black: A History of Black Photographers, 1840 to the Present","Willis, Deborah",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Relish: My Life in the Kitchen,"Knisley, Lucy",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Reluctantly Alice,"Naylor, Phyllis Reynolds",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Rembrandt: Supper at Emmaus,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Renoir: Moulin de la Galette,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Revelations,"de la Cruz, Melissa",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Rick,"Gino, Alex",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Rogue Wave,"Donnelly, Jennifer",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Roll of Thunder, Hear My Cry","Taylor, Mildred D.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Rubens: Garden of Love,"Zeri, Federico",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Salt to the Sea,"Sepetys, Ruta",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Scene of the Crime: Tracking Down Criminals with Forensic Science,"Newquist, H.P.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Scenic Art for the Theatre: History, Tools and Techniques","Crabtree, Susan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Schooled,"Korman, Gordon",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Scorpia,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Scorpia Rising,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Scott Pilgrim Vol. 5: Scott Pilgrim vs. the Universe,"O'Malley, Bryan Lee",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Secret Origins,"Lemire, Jeff",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Seeing Gender: An Illustrated Guide to Identity and Expression,"Gottlieb, Iris",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Seek You: A Journey Through American Loneliness,"Radtke, Kristen",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Shadows on the Stars,"Barron, T.A.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Shadowsong,"Jae-Jones, S.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Shakespeare's Hamlet: The Manga Edition,"Shakespeare, William",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Shattered Warrior,"Shinn, Sharon",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Sirens,"Schulte, Mary",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Skeleton Key,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Slaughterhouse-Five: The Graphic Novel,"Vonnegut Jr., Kurt",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Snakehead,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Snow Flower and the Secret Fan,"See, Lisa",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Someday,"Levithan, David",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Sonny's House of Spies,"Lyon, George Ella",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Sorted: Growing Up, Coming Out, and Finding My Place","Bird, Jackson",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Soul Eater, Vol. 1","Ohkubo, Atsushi",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Soul Eater, Vol. 2","Ohkubo, Atsushi",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Soul Eater, Vol. 3","Ohkubo, Atsushi",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Soul Eater, Vol. 4","Ohkubo, Atsushi",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Soul Eater, Vol. 5","Ohkubo, Atsushi",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Soupy Leaves Home,"Castellucci, Cecil",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,SP4RX,"McDonald, Wren",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Space Battle Lunchtime, Vol. 2: A Recipe for Disaster","Riess, Natalie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Speak: The Graphic Novel,"Anderson, Laurie Halse",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Spinning,"Walden, Tillie",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 1","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 2","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 3","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 4","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 5","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"Spy x Family, Vol. 6","Endo, Tatsuya",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Stained,"Jacobson, Jennifer Richard",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"Stamped (For Kids): Racism, Antiracism, and You","Reynolds, Jason",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Stella Brings the Family,"Schiffer, Miriam B.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Stiegliz on Photography: His Selected Essays and Notes,"Stieglitz, Alfred",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Stolen,"Christopher, Lucy",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Stormbreaker,"Horowitz, Anthony",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Storytelling in Christian Art from Biotto to Donatello,"Lubbock, Jules",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Strange the Dreamer,"Taylor, Laini",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Striving for Equality: LGBTQ Athletes Claim the Field,"Cronn-Mills, Kirstin",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"Sumomomo, Momomo: The Strongest Bride on Earth, Vol. 1","Ohtaka, Shinobu",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Super Sisters,"Cazenove, Christopher",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,SuperMutant Magic Academy,"Tamaki, Jillian",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Surviving Antarctica: Reality TV 2083,"White, Andrea",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,Symptoms of Being Human,"Garvin, Jeff",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Tar Baby,"Morrison, Toni",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,Tattoo Atlas,"Floreen, Tim",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Teenage Sex and Pregnancy,"Parks, Peggy J.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Teens and LGBT Issues,"Wilcox, Christine",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The 1619 Project : Born on the Water,"Hannah-Jones, Nikole",1,1,1,Banned in Classrooms,,,missing,
likely_truly_missing,normal,The 1619 Project: A New Origin Story,"Hannah-Jones, Nikole",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Abduction,"Grisham, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Accomplice,"Grisham, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Accused,"Grisham, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Activist,"Grisham, John",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Ancient Greeks,"Schomp, Virginia",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,"The Annotated Mona Lisa, Third Edition: A Crash Court in Art History from Prehistoric to the Present (Volume 3)","Strickland, Carol",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Apparatus of Death - The Third Reich,"Flaherty, Thomas",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Art of Comics,"Kallen, Stuart A.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Battle Against Polio,"Peters, Stephanie True",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"The Beautiful Stories of Life: Six Greeks Myths, Retold","Rylant, Cynthia",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Beauty of Darkness,"Pearson, Mary E.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Best We Could Do: An Illustrated Memoir,"Bui, Thi",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Big Questions Book of Sex and Consent,"Freitas, Donna",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Black Monday Murders,"Hickman, Jonathan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Book of Magic,"Barron, T.A.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Boy Who Dared,"Campbell Bartoletti, Susan",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Bridge,"Konigsberg, Bill",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Camelot Betrayal,"White, Kiersten",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Cape,"Hill, Joe",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Children's Bible,"Tagholm, Sally",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Chupacabra,"Flitcroft, Jean",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The City We Became: A Novel,"Jemisin, N. K.",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Complete Idiot's Guide to Drawing Manga: Illustrated,"Layman, John",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Complete Idiot's Guide to Drawing People Illustrated,"Hoddinott, Brenda",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Cost of Knowing,"Morris, Brittney",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,The Country of Ice Cream Star,"Newman, Sandra",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Creeps: A Deep Dark Fears Collection,"Krause, Fran",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,The Dark and Hollow Places,"Ryan, Carrie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Dark Tide,"Jasinska, Alicia",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Dazzling Heights,"McGee, Katharine",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Dead Inside,"Etler, Cyndy Drew",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,The Dead-Tossed Waves,"Ryan, Carrie",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,The Deadliest Diseases Then and Now,"Hopkinson, Deborah",1,1,1,Banned Pending Investigation,,,missing,
